Generic Name,Shortage Status,Revision Date,Created Date,NDC Codes
Sincalide Injection,Resolved Shortages,"Nov 20, 2019","Dec 05, 2016",00270-0556-15
Sincalide Injection,Resolved Shortages,"Jul 07, 2023","Feb 17, 2021",00270-0556-15;63323-0579-05;72266-0248-05
Sodium Acetate Injection,Resolved Shortages,"Feb 23, 2017","Dec 30, 2015",00409-3299-05;00409-3299-06;00409-7299-73;00517-2096-25;00517-5023-25;63323-0032-61
Sodium Acetate Injection,Resolved Shortages,"Jun 08, 2020","May 10, 2017",00409-3299-05;00409-3299-06;00409-7299-73;63323-0032-00
Sodium Acetate Injection,Resolved Shortages,"Jun 26, 2025","Sep 01, 2021",00409-3299-05;00409-3299-06;00409-7299-73;63323-0032-00;71357-0002-10;71357-0007-10;71357-0008-10
Sodium Bicarbonate Injection,Resolved Shortages,"Nov 07, 2016","Jul 01, 2015",00409-4900-34;00409-4916-34;00409-5534-34;00409-6625-02;00409-6637-34;00548-3352-01;76329-3352-01
Sodium Bicarbonate Injection,Current Shortages,"Aug 12, 2025","Feb 17, 2017",00409-4900-14;00409-4916-14;00409-5534-14;00409-5555-02;00409-6625-14;00409-6637-14;51754-5001-04;51754-5011-04;51754-5012-04;63323-0083-05;63323-0089-50;64980-0294-10;70095-0050-03;76329-3352-01;81298-7620-03
Sodium Chloride Inhalation Solution,Resolved Shortages,"Aug 31, 2022","Jan 06, 2022",00378-6985-01;00378-6986-01;00378-6987-89;00378-6997-89;00378-6998-89;00487-9003-60;00487-9007-60;00487-9301-03;00487-9301-33;00487-9302-01;50190-0141-23;50190-0142-63;50190-0523-22;50190-0740-60;76204-0300-03;76204-0300-05;76204-0300-50;83490-0207-60;83490-0235-60;83490-0307-60
Sodium Ferric Gluconate Complex,Resolved Shortages,"Jun 24, 2025","Dec 09, 2022",00024-2792-10;00143-9570-10
Sodium Fluoride Chewable Tablets,Resolved Shortages,"May 03, 2019","Oct 08, 2018",58223-0674-01;58223-0674-04;58223-0675-01;58223-0675-04;58223-0677-01;59088-0104-73;59088-0105-73;59088-0106-73
Sodium Nitroprusside Injection,Resolved Shortages,"Oct 11, 2017","Dec 30, 2015",00187-4302-02;14789-0012-02;17478-0014-02;25021-0310-02;51754-1006-01
Sodium Phosphate Injection,Resolved Shortages,"Dec 09, 2020","Mar 10, 2016",00409-7391-72;63323-0170-05;63323-0170-15;63323-0241-20
Sodium Phosphate Injection,Resolved Shortages,"Oct 06, 2024","Aug 23, 2021",00409-7391-72;00517-7305-25;00517-7315-25;00517-7350-25;63323-0881-16;63323-0884-06;63323-0886-56
Sodium Polystyrene Sulfonate Oral or Rectal Suspension,Resolved Shortages,"May 05, 2021","Jun 01, 2018",46287-0006-01;46287-0006-04;46287-0006-60
Sodium Polystyrene Sulfonate Powder,Resolved Shortages,"Dec 08, 2020","Jan 22, 2019",10135-0146-17;10702-0036-15;10702-0036-45;11534-0166-15;11534-0166-44;13811-0656-53;46287-0012-16;51293-0831-97
Somatropin Injection,Resolved Shortages,"Dec 08, 2020","Jul 13, 2020",00013-2626-81;00013-2646-81;00013-2649-02;00013-2650-02;00013-2651-02;00013-2652-02;00013-2653-02;00013-2654-02;00013-2655-02;00013-2656-02;00013-2657-02;00013-2658-02
Somatropin Injection,Current Shortages,"Jun 04, 2025","Nov 22, 2022",00013-2626-81;00013-2646-81;00013-2649-02;00013-2650-02;00013-2651-02;00013-2652-02;00013-2653-02;00013-2654-02;00013-2655-02;00013-2656-02;00013-2657-02;00013-2658-02;00169-7703-21;00169-7704-21;00169-7705-21;00169-7708-21;00781-3001-07;00781-3004-07;00781-4004-36;55566-1801-01;55566-1901-01
Spironolactone Tablets,Resolved Shortages,"Sep 11, 2019","Jul 26, 2018",00025-1001-31;00025-1031-31;00025-1041-31;00603-5763-21;00603-5763-28;00603-5763-30;00603-5763-32;00603-5764-21;00603-5764-28;00603-5765-21;00603-5765-28;16729-0225-01;16729-0225-16;16729-0225-17;16729-0226-01;16729-0226-16;16729-0227-01;16729-0227-16;53489-0143-01;53489-0143-05;53489-0143-10;53489-0328-01;53489-0328-05;53489-0328-06;53489-0329-01;53489-0329-05;53489-0329-06;53489-0329-07;53746-0511-01;53746-0511-05;53746-0511-10;53746-0514-01;53746-0514-05;53746-0515-01;53746-0515-05;59746-0216-01;59746-0216-05;59746-0217-01;59746-0218-01
Sterile Empty Vials,Resolved Shortages,"Mar 07, 2017","Aug 12, 2015",63323-0001-00;63323-0001-05;63323-0001-10;63323-0001-30
Sterile Mineral Oil,Resolved Shortages,"Mar 21, 2022","Oct 28, 2020",63323-0254-02;63323-0254-10
Sterile Talc,Resolved Shortages,"Mar 18, 2022","Aug 31, 2016",62327-0222-02;62327-0333-03;62327-0444-04;63256-0100-30;63256-0200-05
Sterile Water for Injection - Large Volume Bags,Resolved Shortages,"Feb 05, 2024","Jan 04, 2022",00264-7385-50;00264-7385-60;00264-7850-00;00264-7850-10;00264-7850-20;00338-0013-04;00338-0013-06;00338-0013-08;00338-0013-29;00409-7118-07;00409-7990-09;17271-0750-07
Sterile Water for Injection - Large Volume Bags,Current Shortages,"Jul 29, 2025","Oct 04, 2024",00264-7385-50;00264-7385-60;00264-7850-00;00264-7850-10;00264-7850-20;00338-0013-04;00338-0013-06;00338-0013-08;00338-0013-29;00409-7118-07;00409-7990-09;17271-0750-07;63323-0178-76
Sterile Water for Injection - Small Volume Vials,Resolved Shortages,"May 18, 2025","Jan 06, 2018",00409-4887-10;00409-4887-20;00409-4887-50;00409-4887-99;00641-6147-10;63323-0185-05;63323-0185-10;63323-0185-20;63323-0185-50;64253-0020-30;64253-0020-91;65219-0187-10
Sterile Water for Injection Large Volume Bags,Resolved Shortages,"May 26, 2016","Jul 22, 2015",00264-7385-50;00264-7385-60;00264-7850-00;00264-7850-10;00264-7850-20;00338-0013-04;00338-0013-06;00338-0013-08;00338-0013-29;00409-7118-07;00409-7990-09
Sterile Water for Injection Large Volume Bags,Resolved Shortages,"Jan 24, 2019","Dec 20, 2017",00264-7385-50;00264-7385-60;00264-7850-00;00264-7850-10;00264-7850-20;00338-0013-04;00338-0013-06;00338-0013-08;00338-0013-29;00409-7118-07;00409-7990-09
Sterile Water for Irrigation,Resolved Shortages,"May 26, 2016","Sep 21, 2015",00264-2101-00;00264-2101-10;00264-2101-50;00264-2101-70;00264-7386-50;00264-7386-60;00338-0003-44;00338-0003-46;00338-0003-47;00338-0004-02;00338-0004-03;00338-0004-04;00338-0004-05;00409-6139-03;00409-6139-22;00409-7139-09;00409-7139-36;00409-7973-05;00409-7973-07;00409-7973-08
Sterile Water for Irrigation,Current Shortages,"Jul 29, 2025","May 03, 2023",00264-2101-00;00264-2101-10;00264-7386-50;00264-7386-60;00338-0003-44;00338-0003-46;00338-0003-47;00338-0004-02;00338-0004-03;00338-0004-04;00338-0004-05;00990-6139-03;00990-6139-22;00990-7139-09;00990-7139-36;00990-7973-05;00990-7973-07;00990-7973-08
Streptozocin Injection,Current Shortages,"Jun 10, 2025","Jun 27, 2022",00703-4636-01
Succimer Capsules,Resolved Shortages,"Oct 08, 2021","Feb 22, 2021",55292-0201-11
Succinylcholine Injection,Resolved Shortages,"May 26, 2016","Sep 16, 2015",00409-6629-02;00781-3009-95
Succinylcholine Injection,Resolved Shortages,"Dec 04, 2017","Apr 30, 2017",00409-6629-02;00781-3009-95
Succinylcholine Injection,Current Shortages,"Aug 19, 2025","Feb 21, 2024",00143-9338-25;00409-6629-02;00641-6234-10;00781-3119-95;16729-0493-45;25021-0677-10;31722-0981-31;63323-0943-10;66794-0232-42;69918-0700-10;69918-0700-25;70069-0301-10;70069-0301-25;70121-1581-05;70710-1377-02;71288-0719-11;73043-0021-01
Sucralfate Tablets,Current Shortages,"Jun 20, 2025","Oct 28, 2022",00093-2210-01;00093-2210-05;00093-2210-98;51079-0753-20;58914-0171-10;59762-0401-01;59762-0401-05;62135-0436-90
Sufentanil Injection,Resolved Shortages,"Feb 13, 2017","Aug 19, 2015",00409-3380-31;00409-3380-32;00409-3380-35;00409-3382-21;00409-3382-22;00409-3382-25;00641-6110-10;00641-6111-10;00641-6112-10;17478-0050-01;17478-0050-02;17478-0050-05
Sufentanil Injection,Resolved Shortages,"Jan 22, 2021","Jan 12, 2018",00409-3382-21;00409-3382-22;00409-3382-25;17478-0050-01;17478-0050-02;17478-0050-05
Sufentanil Injection,Resolved Shortages,"Feb 07, 2025","May 04, 2022",00409-3382-21
Sufentanil Injection,Resolved Shortages,"Aug 05, 2025","Apr 15, 2025",00409-3382-21
Sulfacetamide Sodium and Prednisolone Acetate Ophthalmic Ointment,Discontinued Drugs,"Aug 16, 2023","Nov 19, 2019",00023-0313-04
Sulfacetamide Sodium and Prednisolone Sodium Phosphate Ophthalmic Solution,Resolved Shortages,"Jul 03, 2024","Sep 21, 2023",24208-0317-05
Sulfanilamide Cream,Resolved Shortages,"Jun 18, 2019","May 13, 2019",00037-6631-04
Sulfasalazine Enteric-Coated and Immediate-Release Tablets,Resolved Shortages,"May 28, 2025","Jan 08, 2020",00013-0101-10;00013-0101-30;00013-0102-50;00013-0102-60;00093-3234-01;00093-3234-05;00093-3234-10;59762-0104-05;59762-0104-06;59762-5000-05;59762-5000-06
Sumatriptan Nasal Spray,Resolved Shortages,"Sep 09, 2016","Dec 16, 2015",00173-0523-00;00173-0524-00;00178-6523-86;00178-6524-86
Synthetic Conjugated Estrogen,Discontinued Drugs,"Aug 05, 2016","Aug 28, 2015",51285-0406-02;51285-0407-02;51285-0408-02;51285-0409-02;51285-0410-02
Tacrolimus Capsules,Resolved Shortages,"May 26, 2016","Jun 16, 2015",00378-2045-01;00378-2046-01;00378-2047-01;00469-0607-73;00469-0617-11;00469-0617-73;00469-0657-11;00469-0657-73;00781-2102-01;00781-2103-01;00781-2104-01;16729-0041-01;16729-0042-01;16729-0043-01;51079-0028-20;51079-0817-20;51079-0818-20;55111-0525-01;55111-0526-01;55111-0527-01;62175-0380-37;62175-0381-37;62175-0382-37
Tacrolimus Capsules,Resolved Shortages,"May 17, 2021","Jun 04, 2019",00378-2045-01;00378-2046-01;00378-2047-01;00469-0607-73;00469-0617-11;00469-0617-73;00469-0657-11;00469-0657-73;00781-2102-01;00781-2103-01;00781-2104-01;00904-6623-61;00904-6624-61;00904-6625-61;16729-0041-01;16729-0042-01;16729-0043-01;55111-0525-01;55111-0526-01;55111-0527-01;64380-0720-06;64380-0721-06;64380-0722-06;69452-0153-20;69452-0154-20;69452-0155-20
Tacrolimus Extended-Release Capsules and Tablets,Resolved Shortages,"Aug 27, 2020","Sep 18, 2019",00469-0647-73;00469-0677-73;00469-0687-73;68992-3010-01;68992-3010-03;68992-3040-01;68992-3040-03;68992-3075-01;68992-3075-03
Tacrolimus Injection,Resolved Shortages,"Aug 27, 2020","Aug 30, 2019",00469-3016-01
Tamsulosin Hydrochloride,Resolved Shortages,"Jul 21, 2016","Sep 17, 2015",00228-2996-11;00228-2996-50;00378-0294-19;00378-0294-20;00378-0294-56;00378-2500-10;00378-2500-77;00597-0166-01;00781-2076-01;57237-0014-01;57237-0014-05;62756-0160-13;62756-0160-81;62756-0160-88;65862-0598-05;68382-0132-01;68382-0132-10
Tedizolid Injection,Resolved Shortages,"Oct 02, 2023","Aug 04, 2023",67919-0040-02
Tedizolid Oral Tablets,Resolved Shortages,"Oct 02, 2023","Jun 26, 2023",67919-0041-04;67919-0041-05
Telmisartan Tablets,Resolved Shortages,"Sep 07, 2021","Oct 23, 2019",00378-2920-77;00378-2920-93;00378-2921-77;00378-2921-93;00378-2922-77;00378-2922-93;00597-0039-37;00597-0040-37;00597-0041-37;13668-0156-30;13668-0156-72;13668-0157-30;13668-0157-72;13668-0158-30;13668-0158-72;43541-0283-03;43541-0284-03;43541-0285-03;62332-087-30;62332-088-30;62332-089-30;68382-0471-78;68382-0472-78;68382-0473-78;68462-0199-30;68462-0200-30;68462-0201-30
Temazepam Capsules,Resolved Shortages,"Apr 11, 2023","Dec 14, 2018",00228-2076-10;00228-2076-50;00228-2077-10;00228-2077-50;00406-9914-03;00406-9915-01;00406-9915-03;00406-9916-01;00406-9917-01;00904-6436-04;67877-0146-01;67877-0146-05;67877-0147-01;67877-0147-05;67877-0148-01;67877-0149-30
Teprotumumab-trbw Injection,Resolved Shortages,"Apr 12, 2021","Feb 10, 2021",75987-0130-15
Terbutaline Sulfate Injection,Resolved Shortages,"Nov 08, 2023","Sep 12, 2022",00143-9746-10;63323-0456-01
Terbutaline Sulfate Injection,Current Shortages,"Jul 09, 2025","Jan 21, 2025",00143-9746-10;59923-0615-05;63323-0456-01
Testosterone 2% Topical Gel,Resolved Shortages,"Oct 19, 2023","Jun 29, 2023",00591-2363-60;00603-7831-88;63481-0183-16
Testosterone Cypionate Injection,Resolved Shortages,"Nov 06, 2016","May 27, 2015",00009-0347-02;00009-0417-01;00009-0417-02;00143-9726-01;00574-0820-01;00574-0820-10;00574-0827-10;00591-3223-79;62756-0015-40;62756-0016-40;62756-0017-40
Testosterone Cypionate Injection,Current Shortages,"Jul 22, 2025","Sep 11, 2019",00009-0347-02;00009-0417-01;00009-0417-02;00143-9659-01;00143-9726-01;00409-6557-01;00409-6562-01;00409-6562-20;00574-0820-01;00574-0820-10;55150-0276-01;55150-0277-01;55150-0278-01;69097-0802-32
Testosterone Enanthate Intramuscular Injection,Resolved Shortages,"Jun 04, 2021","Dec 07, 2018",00143-9750-01;00591-3221-21
Testosterone Pellets for Subcutaneous Implantation,Resolved Shortages,"Dec 10, 2020","Mar 13, 2020",66887-0004-10;66887-0004-20
Testosterone Transdermal System,No Commercially Available Preparations,"Mar 13, 2023","Mar 13, 2023",00023-5990-60;00023-5992-30
Tetanus and Diphtheria Toxoids Adsorbed (Td),Resolved Shortages,"Sep 13, 2017","Dec 19, 2016",13533-0131-01;49281-0215-10;49281-0215-15
Tetracaine Hydrochloride Ophthalmic Drops,Resolved Shortages,"Sep 08, 2024","Jun 07, 2016",00065-0741-14;68682-0920-05;68682-0920-64
Theophylline 12-Hour Extended-Release Tablets,Resolved Shortages,"May 16, 2019","Dec 16, 2015",00904-5887-61;00904-5888-61;00904-5889-61;50111-0459-01;50111-0459-02;50111-0459-03;50111-0482-01;50111-0482-02;50111-0482-03;50111-0483-01;50111-0483-02;62332-0025-31;62332-0026-31
Theophylline 24-Hour Extended Release Capsules and Tablets,Current Shortages,"Jun 08, 2025","Aug 18, 2023",42858-0701-01;42858-0702-01;52244-0100-10;52244-0200-10;52244-0300-10;52244-0400-10;68462-0356-01;68462-0380-01
Thiamine Injection,Resolved Shortages,"Jul 06, 2018","Feb 01, 2018",63323-0013-02;67457-0196-02
Thiamine Injection,Resolved Shortages,"Jun 02, 2021","Dec 13, 2018",00641-6228-25;25021-0500-02;63323-0013-02;67457-0196-02
Thiamine Injection,Resolved Shortages,"Feb 22, 2023","Jan 12, 2022",00641-6228-25;25021-0500-02;55150-0273-25;63323-0013-02;67457-0196-02
Thiotepa for Injection,Resolved Shortages,"May 14, 2018","Jul 13, 2015",00143-9565-01;70121-1630-01;70121-1631-01
Thiothixene Capsules,Resolved Shortages,"Jun 23, 2019","Apr 27, 2018",70954-0014-10;70954-0015-10;70954-0016-10;70954-0017-10
Thrombin Topical Powder (Recombinant),Resolved Shortages,"Jan 21, 2020","Dec 07, 2018",00338-0322-01;00338-0326-01;00338-0330-01
Thrombin Topical Solution (Bovine),Resolved Shortages,"Jan 06, 2017","Jul 22, 2015",60793-0205-05;60793-0215-05;60793-0217-20;60793-0217-21;60793-0217-22;60793-0705-05
Thrombin Topical Solution (Bovine),Resolved Shortages,"May 11, 2020","Oct 02, 2018",60793-0205-05;60793-0215-05;60793-0217-20;60793-0217-21;60793-0217-22;60793-0705-05
Thrombin Topical Solution (Bovine) and Powder (Recombinant),Current Shortages,"Dec 19, 2023","Feb 23, 2022",00338-0322-01;00338-0326-01;00338-0330-01;60793-0205-05;60793-0215-05;60793-0217-20;60793-0217-21;60793-0217-22;60793-0705-05
Tigecycline Injection,Resolved Shortages,"Aug 04, 2017","Dec 09, 2015",00008-4990-02;00008-4990-20
Timolol Ophthalmic Gel Forming Solution,Current Shortages,"Aug 03, 2025","Jan 11, 2021",24208-0814-25;24208-0816-25;61314-0224-05;61314-0225-05;62332-0545-05;62332-0546-05;72266-0199-01;72266-0200-01
Timolol Ophthalmic Solution,Resolved Shortages,"Sep 02, 2023","Jun 04, 2020",00187-1498-25;24208-0499-68;24208-0812-05;24208-0813-05;24208-0813-10;60505-1005-01;60505-1005-04;60758-0801-05;60758-0801-10;60758-0802-05;60758-0802-10;61314-0226-05;61314-0226-10;61314-0226-15;61314-0227-05;61314-0227-10;61314-0227-15;64980-0513-05;64980-0513-10;64980-0513-15;64980-0514-05;64980-0514-10;64980-0514-15;68682-0045-25;68682-0045-50
Tirofiban Hydrochloride Injection,Resolved Shortages,"Oct 25, 2019","Jun 06, 2019",25208-0001-04;25208-0002-02;25208-0002-03
Tirzepatide Injection,Resolved Shortages,"Apr 17, 2023","Dec 13, 2022",00002-1457-80;00002-1460-80;00002-1471-80;00002-1484-80;00002-1495-80;00002-1506-80
Tirzepatide Injection,Resolved Shortages,"Mar 05, 2025","Jul 20, 2023",00002-1457-80;00002-1460-80;00002-1471-80;00002-1484-80;00002-1495-80;00002-1506-80;00002-2457-80;00002-2460-80;00002-2471-80;00002-2484-80;00002-2495-80;00002-2506-80
Tobramycin Sulfate Injection,Resolved Shortages,"Jun 05, 2019","Sep 04, 2015",00409-3578-01;00703-9402-04;00703-9416-01;17478-0114-02;17478-0114-30;36000-0242-01;36000-0244-25;39822-0412-01;39822-0412-06;63323-0303-51;63323-0305-02;63323-0306-02;63323-0306-30;63323-0307-51
Tobramycin Sulfate Lyophilized Powder for Solution,Resolved Shortages,"Apr 12, 2021","Mar 25, 2020",39822-0412-01;39822-0412-06;63323-0303-51
Tocilizumab Injection,Resolved Shortages,"Jul 29, 2022","Aug 03, 2021",50242-0135-01;50242-0136-01;50242-0137-01;50242-0138-01;50242-0143-01
Tolmetin Capsules and Tablets,Resolved Shortages,"Jan 16, 2018","Jul 07, 2017",00378-0313-01;00378-5200-01
Topotecan capsules,Resolved Shortages,"Oct 06, 2017","Mar 20, 2017",00078-0672-01;00078-0673-01
Topotecan Capsules,Resolved Shortages,"Jul 11, 2024","Sep 26, 2023",00078-0672-01;00078-0673-01
Topotecan Injection,Resolved Shortages,"Oct 08, 2024","Feb 05, 2024",00409-0302-01;16729-0151-31;16729-0243-31;45963-0615-56;63323-0762-10
Torsemide Injection,Discontinued Drugs,"Sep 24, 2018","Sep 08, 2015",00517-0770-10;00517-0771-10
Trace Elements Injection,Resolved Shortages,"May 26, 2016","Jul 28, 2015",00517-6202-25;00517-7201-25;00517-7210-25;00517-7410-25;00517-8201-25;00517-8210-25;00517-8510-25;00517-9203-25;00517-9310-25;63323-0143-97;63323-0147-10
Trace Elements Injection,Resolved Shortages,"Jul 05, 2018","May 15, 2017",00517-6202-25;00517-7201-25;00517-7210-25;00517-7410-25;00517-8201-25;00517-8210-25;00517-8510-25;00517-9203-25
Trace Elements Injection,Resolved Shortages,"Oct 26, 2020","Apr 08, 2020",00517-6202-25;00517-7201-25;00517-7210-25;00517-7410-25;00517-8201-25;00517-8210-25;00517-8510-25;00517-9203-25;00517-9305-25
Tramadol Tablets,Resolved Shortages,"Jan 27, 2025","Jan 21, 2020",00093-3301-01;00093-3301-05;57664-0377-08;57664-0377-13;57664-0377-18;60219-2348-01;60219-2348-05;60219-2348-07
Tranexamic Acid Oral Tablets,Resolved Shortages,"May 07, 2021","Jul 29, 2020",00591-3720-30;55566-2110-02;69918-0301-30
Tretinoin Capsules,Resolved Shortages,"Aug 06, 2016","Feb 16, 2016",00555-0808-02;10370-0268-01
Tretinoin Capsules,Resolved Shortages,"Feb 03, 2025","Jan 06, 2023",00555-0808-02;10370-0268-01;68462-0792-01
Triamcinolone Acetonide Injectable Suspension,Current Shortages,"Aug 05, 2025","Jun 02, 2025",00003-0293-05;00003-0293-20;00003-0293-28;00003-0315-05;00003-0315-20;00003-0494-20;00143-9387-25;00703-0241-01;00703-0243-01;00703-0245-01;55150-0384-01;55150-0385-01;67457-0621-99;67457-0622-99;67457-0623-99;70121-1049-05;70121-1168-01;70121-1169-01;81298-5783-03;81298-5785-03
Triamcinolone Acetonide Intravitreal Injection,Resolved Shortages,"Dec 09, 2020","Sep 27, 2019",00065-0543-01
Triamcinolone Acetonide Intravitreal Injection,Resolved Shortages,"Oct 26, 2024","Sep 30, 2021",00065-0543-01
Triamcinolone Hexacetonide Injection,Current Shortages,"Jul 25, 2025","Jun 22, 2021",59137-0570-01
Trifluoperazine Tablets,Resolved Shortages,"Nov 20, 2019","Aug 22, 2018",00378-2401-01;00378-2402-01;00378-2405-01;00378-2410-01;00781-8028-01;00781-8034-01;00781-8036-01;00832-0494-11;00832-0495-11;00832-0496-11;00832-0497-11;51079-0572-20;51079-0573-20;51079-0574-20;51079-0575-20
Trihexyphenidyl Hydrochloride Oral Solution,Resolved Shortages,"Jan 31, 2025","Aug 21, 2024",00121-0658-16
Trimethobenzamide Capsules,Resolved Shortages,"Nov 30, 2023","Feb 10, 2021",61570-0079-01;62135-0773-30
Trimethobenzamide Injection,Resolved Shortages,"Sep 25, 2023","Jul 11, 2023",42023-0119-25
Trimethobenzamide Injection,Resolved Shortages,"Dec 21, 2023","Sep 25, 2023",42023-0119-25
Tromethamine Injection,Resolved Shortages,"Feb 22, 2021","May 02, 2016",00409-1593-04
Tropicamide 1% Ophthalmic Solution,Resolved Shortages,"Jun 16, 2016","Oct 23, 2015",00065-0355-03;00065-0355-15;17478-0102-12;24208-0585-59;24208-0585-64;61314-0355-01;61314-0355-02
Tropicamide Ophthalmic Solution,Resolved Shortages,"Jul 24, 2024","Mar 20, 2019",00065-0355-15;24208-0585-59;24208-0585-64;24208-0590-64;61314-0354-01;61314-0355-01;61314-0355-02;70069-0121-01
Trypan Blue Ophthalmic Solution,Resolved Shortages,"Jul 07, 2023","Feb 24, 2023",68803-0612-10
Tuberculin,Resolved Shortages,"Mar 06, 2020","Jun 10, 2019",42023-0104-01;42023-0104-05;49281-0752-21;49281-0752-22
Typhoid Live Oral Vaccine,Resolved Shortages,"Jan 23, 2023","Dec 09, 2020",69401-0000-02
Ulipristal Acetate,Resolved Shortages,"Jan 14, 2020","Nov 11, 2019",50102-0911-01
Ulipristal Acetate,Resolved Shortages,"Dec 11, 2020","Sep 15, 2020",73302-0456-01
Valganciclovir HCl Oral Powder for Solution,Resolved Shortages,"Jul 09, 2019","Jan 07, 2019",00004-0039-09;00591-2579-20
Valganciclovir Oral Presentations,Resolved Shortages,"Sep 12, 2024","Feb 07, 2023",00591-2579-20;00904-6796-04;00904-6796-10;31722-0832-60;31722-0837-10;61269-0480-60;61269-0485-10;69097-0277-03;70010-0051-40;70069-0810-01
